Tsaynash wayinllachaw swertinta qatirapuq.	[['tsay[PRON]+na[Acp]+shi[Nfh]'], ['wayi[N]+n[Poss.3]+lla[Lim]+chaw[Loc]'], ['swerti[N]+n[Poss.3]+ta[Obj]'], ['qati[VTr]+rI[Pct]+pu[Apl]+q[Hab]']]	[[('Tsay', 'tsay'), ('na', 'na'), ('sh', 'shi')], [('wayi', 'wayi'), ('n', 'n'), ('lla', 'lla'), ('chaw', 'chaw')], [('swerti', 'swerti'), ('n', 'n'), ('ta', 'ta')], [('qati', 'qati'), ('ra', 'rI'), ('pu', 'pu'), ('q', 'q')]]	[['Tsay', 'na', 'sh'], ['wayi', 'n', 'lla', 'chaw'], ['swerti', 'n', 'ta'], ['qati', 'ra', 'pu', 'q']]
I despwes ishkanta sendirin.	[['i[CCONJ]'], ['despwes[ADV]'], ['ishka[N]+n[Poss.3]+ta[Obj]'], ['sendi[VTr]+rI[Pct]+n[3]']]	[[('I', 'i')], [('despwes', 'despwes')], [('ishka', 'ishka'), ('n', 'n'), ('ta', 'ta')], [('sendi', 'sendi'), ('ri', 'rI'), ('n', 'n')]]	[['I'], ['despwes'], ['ishka', 'n', 'ta'], ['sendi', 'ri', 'n']]
Manam allitsu.	[['mana[ADV]+mi[Asrt]'], ['alli[ADV]+tsu[Neg]']]	[[('Mana', 'mana'), ('m', 'mi')], [('alli', 'alli'), ('tsu', 'tsu')]]	[['Mana', 'm'], ['alli', 'tsu']]
Musyashqaatam nuqaqa rurakuu.	[['musya[VTr]+shqa[Prf](N)+ː[Poss.1Sg]+ta[Obj]+mi[Asrt]'], ['nuqa[PRON.Prs]+qa[Top]'], ['rura[VTr]+kU[Refl/Mid]+ː[1]']]	[[('Musya', 'musya'), ('shqa', 'shqa'), ('a', 'ː'), ('ta', 'ta'), ('m', 'mi')], [('nuqa', 'nuqa'), ('qa', 'qa')], [('rura', 'rura'), ('ku', 'kU'), ('u', 'ː')]]	[['Musya', 'shqa', 'a', 'ta', 'm'], ['nuqa', 'qa'], ['rura', 'ku', 'u']]
Paymi kutitsimun maypitapis, niyanmi.	[['pay[PRON.Prs]+mi[Asrt]'], ['kuti[VInt]+tsi[Caus]+mu[Cis]+n[3]'], ['may[PRON]+pita[Abl]+pis(Pron.Indef)'], ['ni[VTr]+yaA[Pl]+n[3]+mi[Asrt]']]	[[('Pay', 'pay'), ('mi', 'mi')], [('kuti', 'kuti'), ('tsi', 'tsi'), ('mu', 'mu'), ('n', 'n')], [('may', 'may'), ('pita', 'pita'), ('pis', 'pis')], [('ni', 'ni'), ('ya', 'yaA'), ('n', 'n'), ('mi', 'mi')]]	[['Pay', 'mi'], ['kuti', 'tsi', 'mu', 'n'], ['may', 'pita'], ['ni', 'ya', 'n', 'mi']]
pay kaykaanaq wamrallaraqshi.	[['pay[PRON.Prs]'], ['ka[AUX]+YkaA[Prog]+naq[Rpst]'], ['wamra[N]+lla[Lim]+raq[Inacp]+shi[Nfh]']]	[[('pay', 'pay')], [('ka', 'ka'), ('ykaa', 'YkaA'), ('naq', 'naq')], [('wamra', 'wamra'), ('lla', 'lla'), ('raq', 'raq'), ('shi', 'shi')]]	[['pay'], ['ka', 'ykaa', 'naq'], ['wamra', 'lla', 'raq', 'shi']]
I chaqchariyaptinqa, shumaq ni nakannatsu.	[['i[CCONJ]'], ['chaqcha[VInt]+rI[Pct]+yaA[Pl]+pti[Cnv](N)+n[Poss.3]+qa[Top]'], ['shumaq[ADJ]'], ['ni[ADV]'], ['naka[VInt]+n[3]+na[Acp]+tsu[Neg]']]	[[('I', 'i')], [('chaqcha', 'chaqcha'), ('ri', 'rI'), ('ya', 'yaA'), ('pti', 'pti'), ('n', 'n'), ('qa', 'qa')], [('shumaq', 'shumaq')], [('ni', 'ni')], [('naka', 'naka'), ('n', 'n'), ('na', 'na'), ('tsu', 'tsu')]]	[['I'], ['chaqcha', 'ri', 'ya', 'pti', 'n', 'qa'], ['shumaq'], ['ni'], ['naka', 'n', 'na', 'tsu']]
Wanupukuyaananpaqqa sigarunkuna uchkurinshi.	[['wanu[VInt]+pu[Apl]+kU[Refl/Mid]+yaA[Pl]+na[Pot](N)+n[Poss.3]+paq[Ben]+qa[Top]'], ['sigaru[N]+n[Poss.3]+kuna[Pl]'], ['uchku[VTr]+rI[Pct]+n[3]+shi[Nfh]']]	[[('Wanu', 'wanu'), ('pu', 'pu'), ('ku', 'kU'), ('yaa', 'yaA'), ('na', 'na'), ('n', 'n'), ('paq', 'paq'), ('qa', 'qa')], [('sigaru', 'sigaru'), ('n', 'n'), ('kuna', 'kuna')], [('uchku', 'uchku'), ('ri', 'rI'), ('n', 'n'), ('shi', 'shi')]]	[['Wanu', 'pu', 'ku', 'yaa', 'na', 'n', 'paq', 'qa'], ['sigaru', 'n', 'kuna'], ['uchku', 'ri', 'n', 'shi']]
I despwesnash halukurkuyan chakinkunaman.	[['i[CCONJ]'], ['despwes[ADV]+na[Acp]+shi[Nfh]'], ['halu[VTr]+kU[Refl/Mid]+rku[Edu]+yaA[Pl]+n[3]'], ['chaki[N]+n[Poss.3]+kuna[Pl]+man[Dat]']]	[[('I', 'i')], [('despwes', 'despwes'), ('na', 'na'), ('sh', 'shi')], [('halu', 'halu'), ('ku', 'kU'), ('rku', 'rku'), ('ya', 'yaA'), ('n', 'n')], [('chaki', 'chaki'), ('n', 'n'), ('kuna', 'kuna'), ('man', 'man')]]	[['I'], ['despwes', 'na', 'sh'], ['halu', 'ku', 'rku', 'ya', 'n'], ['chaki', 'n', 'kuna', 'man']]
Shunqunkuna tikrarlla kakuyan.	[['shunqu[N]+n[Poss.3]+kuna[Pl]'], ['tikra[VTr]+r[Cnv](N)+lla[Lim]'], ['ka[AUX]+kU[Refl/Mid]+yaA[Pl]+n[3]']]	[[('Shunqu', 'shunqu'), ('n', 'n'), ('kuna', 'kuna')], [('tikra', 'tikra'), ('r', 'r'), ('lla', 'lla')], [('ka', 'ka'), ('ku', 'kU'), ('ya', 'yaA'), ('n', 'n')]]	[['Shunqu', 'n', 'kuna'], ['tikra', 'r', 'lla'], ['ka', 'ku', 'ya', 'n']]
Niptin, aywakunaq nunaqa.	[['ni[VTr]+pti[Cnv](N)+n[Poss.3]'], ['aywa[VTr]+kU[Refl/Mid]+naq[Rpst]'], ['nuna[N]+qa[Top]']]	[[('Ni', 'ni'), ('pti', 'pti'), ('n', 'n')], [('aywa', 'aywa'), ('ku', 'kU'), ('naq', 'naq')], [('nuna', 'nuna'), ('qa', 'qa')]]	[['Ni', 'pti', 'n'], ['aywa', 'ku', 'naq'], ['nuna', 'qa']]
Payllana wamrantsikta ushaykatsimutsun.”	[['pay[PRON.Prs]+lla[Lim]+na[Acp]'], ['wamra[N]+ntsik[Poss.1Pl.Inc]+ta[Obj]'], ['usha[VTr]+YkaA[Prog]+tsi[Caus]+mu[Cis]+tsun[Imp.3]']]	[[('Pay', 'pay'), ('lla', 'lla'), ('na', 'na')], [('wamra', 'wamra'), ('ntsik', 'ntsik'), ('ta', 'ta')], [('usha', 'usha'), ('yka', 'YkaA'), ('tsi', 'tsi'), ('mu', 'mu'), ('tsun', 'tsun')]]	[['Pay', 'lla', 'na'], ['wamra', 'ntsik', 'ta'], ['usha', 'yka', 'tsi', 'mu', 'tsun']]
Niptinna, warmiqa kushishqa aseptarinaq.	[['ni[VTr]+pti[Cnv](N)+n[Poss.3]+na[Acp]'], ['warmi[N]+qa[Top]'], ['kushi[VInt]+shqa[Prf](N)'], ['asepta[V]+rI[Pct]+naq[Rpst]']]	[[('Ni', 'ni'), ('pti', 'pti'), ('n', 'n'), ('na', 'na')], [('warmi', 'warmi'), ('qa', 'qa')], [('kushi', 'kushi'), ('shqa', 'shqa')], [('asepta', 'asepta'), ('ri', 'rI'), ('naq', 'naq')]]	[['Ni', 'pti', 'n', 'na'], ['warmi', 'qa'], ['kushi', 'shqa'], ['asepta', 'ri', 'naq']]
Pulla paqasna yurirqunaq.	[['pulla[N]'], ['paqas[N]+na[Acp]'], ['yuri[VInt]+rqu[RecPst][3]+naq[Rpst]']]	[[('Pulla', 'pulla')], [('paqas', 'paqas'), ('na', 'na')], [('yuri', 'yuri'), ('rqu', 'rqu'), ('naq', 'naq')]]	[['Pulla'], ['paqas', 'na'], ['yuri', 'rqu', 'naq']]
Tsaypitam kondenadu kaa.	[['tsay[PRON]+pita[Abl]+mi[Asrt]'], ['kondenadu[N]'], ['ka[AUX]+ː[1]']]	[[('Tsay', 'tsay'), ('pita', 'pita'), ('m', 'mi')], [('kondenadu', 'kondenadu')], [('ka', 'ka'), ('a', 'ː')]]	[['Tsay', 'pita', 'm'], ['kondenadu'], ['ka', 'a']]
Salbakunaapaq munaa deduykita makyaramaanaykitam.”	[['salba[VTr]+kU[Refl/Mid]+na[Pot](N)+ː[Poss.1Sg]+paq[Ben]'], ['muna[VTr]+ː[1]'], ['dedu[N]+yki[Poss.2]+ta[Obj]'], ['makya[VTr]+rI[Pct]+maA[1.Obj]+na[Pot](N)+yki[Poss.2]+ta[Obj]+mi[Asrt]']]	[[('Salba', 'salba'), ('ku', 'kU'), ('na', 'na'), ('a', 'ː'), ('paq', 'paq')], [('muna', 'muna'), ('a', 'ː')], [('dedu', 'dedu'), ('yki', 'yki'), ('ta', 'ta')], [('makya', 'makya'), ('ra', 'rI'), ('maa', 'maA'), ('na', 'na'), ('yki', 'yki'), ('ta', 'ta'), ('m', 'mi')]]	[['Salba', 'ku', 'na', 'a', 'paq'], ['muna', 'a'], ['dedu', 'yki', 'ta'], ['makya', 'ra', 'maa', 'na', 'yki', 'ta', 'm']]
Tsaynash uyu nunaqa nin, “Mayta aywanki?”	[['tsay[PRON]+na[Acp]+shi[Nfh]'], ['uyu[ADJ]'], ['nuna[N]+qa[Top]'], ['ni[VTr]+n[3]'], ['may[PRON]+ta[Obj]'], ['aywa[VTr]+nki[2]']]	[[('Tsay', 'tsay'), ('na', 'na'), ('sh', 'shi')], [('uyu', 'uyu')], [('nuna', 'nuna'), ('qa', 'qa')], [('ni', 'ni'), ('n', 'n')], [('May', 'may'), ('ta', 'ta')], [('aywa', 'aywa'), ('nki', 'nki')]]	[['Tsay', 'na', 'sh'], ['uyu'], ['nuna', 'qa'], ['ni', 'n'], ['May', 'ta'], ['aywa', 'nki']]
Tsayna uyu nunaqa nin, “Nuqa wamraykita ushaykatsimushaq.	[['tsay[PRON]+na[Acp]'], ['uyu[ADJ]'], ['nuna[N]+qa[Top]'], ['ni[VTr]+n[3]'], ['nuqa[PRON.Prs]'], ['wamra[N]+yki[Poss.2]+ta[Obj]'], ['usha[VTr]+YkaA[Prog]+tsi[Caus]+mu[Cis]+shaq[Fut.1]']]	[[('Tsay', 'tsay'), ('na', 'na')], [('uyu', 'uyu')], [('nuna', 'nuna'), ('qa', 'qa')], [('ni', 'ni'), ('n', 'n')], [('Nuqa', 'nuqa')], [('wamra', 'wamra'), ('yki', 'yki'), ('ta', 'ta')], [('usha', 'usha'), ('yka', 'YkaA'), ('tsi', 'tsi'), ('mu', 'mu'), ('shaq', 'shaq')]]	[['Tsay', 'na'], ['uyu'], ['nuna', 'qa'], ['ni', 'n'], ['Nuqa'], ['wamra', 'yki', 'ta'], ['usha', 'yka', 'tsi', 'mu', 'shaq']]
Ratashninpis nuqam apamushaq.	[['ratash[N]+n[Poss.3]+pis[Coord]'], ['nuqa[PRON.Prs]+mi[Asrt]'], ['apa[VTr]+mu[Cis]+shaq[Fut.1]']]	[[('Ratash', 'ratash'), ('ni', 0), ('n', 'n'), ('pis', 'pis')], [('nuqa', 'nuqa'), ('m', 'mi')], [('apa', 'apa'), ('mu', 'mu'), ('shaq', 'shaq')]]	[['Ratash', 'ni', 'n', 'pis'], ['nuqa', 'm'], ['apa', 'mu', 'shaq']]
Tsaymanmi chaamushaq.”	[['tsay[PRON]+man[Dat]+mi[Asrt]'], ['chaa[VTr]+mu[Cis]+shaq[Fut.1]']]	[[('Tsay', 'tsay'), ('man', 'man'), ('mi', 'mi')], [('chaa', 'chaa'), ('mu', 'mu'), ('shaq', 'shaq')]]	[['Tsay', 'man', 'mi'], ['chaa', 'mu', 'shaq']]
Niptinna munarqunaqtsu.	[['ni[VTr]+pti[Cnv](N)+n[Poss.3]+na[Acp]'], ['muna[VTr]+rqu[RecPst][3]+naq[Rpst]+tsu[Neg]']]	[[('Ni', 'ni'), ('pti', 'pti'), ('n', 'n'), ('na', 'na')], [('muna', 'muna'), ('rqu', 'rqu'), ('naq', 'naq'), ('tsu', 'tsu')]]	[['Ni', 'pti', 'n', 'na'], ['muna', 'rqu', 'naq', 'tsu']]
“Manam nuqaqa mikuutsu.	[['mana[ADV]+mi[Asrt]'], ['nuqa[PRON.Prs]+qa[Top]'], ['miku[VTr]+ː[1]+tsu[Neg]']]	[[('Mana', 'mana'), ('m', 'mi')], [('nuqa', 'nuqa'), ('qa', 'qa')], [('miku', 'miku'), ('u', 'ː'), ('tsu', 'tsu')]]	[['Mana', 'm'], ['nuqa', 'qa'], ['miku', 'u', 'tsu']]
Chaaramunaqna sitashqa diyaqa.	[['chaa[VTr]+rI[Pct]+mu[Cis]+naq[Rpst]+na[Acp]'], ['sita[V]+shqa[Prf](N)'], ['diya[N]+qa[Top]']]	[[('Chaa', 'chaa'), ('ra', 'rI'), ('mu', 'mu'), ('naq', 'naq'), ('na', 'na')], [('sita', 'sita'), ('shqa', 'shqa')], [('diya', 'diya'), ('qa', 'qa')]]	[['Chaa', 'ra', 'mu', 'naq', 'na'], ['sita', 'shqa'], ['diya', 'qa']]
Listu kanki.”	[['listu[ADJ]'], ['ka[AUX]+nki[2]']]	[[('Listu', 'listu')], [('ka', 'ka'), ('nki', 'nki')]]	[['Listu'], ['ka', 'nki']]
Porfin kompadrinqa chaarirqunaq.	[['porfin[ADV]'], ['kompadri[N]+n[Poss.3]+qa[Top]'], ['chaa[VTr]+rI[Pct]+rqu[RecPst][3]+naq[Rpst]']]	[[('Porfin', 'porfin')], [('kompadri', 'kompadri'), ('n', 'n'), ('qa', 'qa')], [('chaa', 'chaa'), ('ri', 'rI'), ('rqu', 'rqu'), ('naq', 'naq')]]	[['Porfin'], ['kompadri', 'n', 'qa'], ['chaa', 'ri', 'rqu', 'naq']]
Limpunam kañaa perdirin.	[['limpu[ADV]+na[Acp]+mi[Asrt]'], ['kaña[N]+ː[Poss.1Sg]'], ['perdi[V]+rI[Pct]+n[3]']]	[[('Limpu', 'limpu'), ('na', 'na'), ('m', 'mi')], [('kaña', 'kaña'), ('a', 'ː')], [('perdi', 'perdi'), ('ri', 'rI'), ('n', 'n')]]	[['Limpu', 'na', 'm'], ['kaña', 'a'], ['perdi', 'ri', 'n']]
Pasarinnam puqur.”	[['pasa[VInt]+rI[Pct]+n[3]+na[Acp]+mi[Asrt]'], ['puqu[VInt]+r[Cnv](N)']]	[[('Pasa', 'pasa'), ('ri', 'rI'), ('n', 'n'), ('na', 'na'), ('m', 'mi')], [('puqu', 'puqu'), ('r', 'r')]]	[['Pasa', 'ri', 'n', 'na', 'm'], ['puqu', 'r']]
Nuqaqa atskaq qillayyuqchi nirqaami.	[['nuqa[PRON.Prs]+qa[Top]'], ['atskaq[ADV]'], ['qillay[N]+yuq[Orn]+chi[Conjc]'], ['ni[VTr]+rqa[Pst]+ː[1]+mi[Asrt]']]	[[('Nuqa', 'nuqa'), ('qa', 'qa')], [('atskaq', 'atskaq')], [('qillay', 'qillay'), ('yuq', 'yuq'), ('chi', 'chi')], [('ni', 'ni'), ('rqa', 'rqa'), ('a', 'ː'), ('mi', 'mi')]]	[['Nuqa', 'qa'], ['atskaq'], ['qillay', 'yuq', 'chi'], ['ni', 'rqa', 'a', 'mi']]
Manam ni imata qam churamunkitsu ni imapaq.”	[['mana[ADV]+mi[Asrt]'], ['ni[ADV]'], ['ima[PRON]+ta[Obj]'], ['qam[PRON.Prs]'], ['chura[VTr]+mu[Cis]+nki[2]+tsu[Neg]'], ['ni[ADV]'], ['ima[PRON]+paq[Ben]']]	[[('Mana', 'mana'), ('m', 'mi')], [('ni', 'ni')], [('ima', 'ima'), ('ta', 'ta')], [('qam', 'qam')], [('chura', 'chura'), ('mu', 'mu'), ('nki', 'nki'), ('tsu', 'tsu')], [('ni', 'ni')], [('ima', 'ima'), ('paq', 'paq')]]	[['Mana', 'm'], ['ni'], ['ima', 'ta'], ['qam'], ['chura', 'mu', 'nki', 'tsu'], ['ni'], ['ima', 'paq']]
Ama ni pi ni qampis shamunkitsu.	[['ama[ADV]'], ['ni[ADV]'], ['pi[PRON]'], ['ni[ADV]'], ['qam[PRON.Prs]+pis[Coord]'], ['shamu[VTr]+nki[2]+tsu[Neg]']]	[[('Ama', 'ama')], [('ni', 'ni')], [('pi', 'pi')], [('ni', 'ni')], [('qam', 'qam'), ('pis', 'pis')], [('shamu', 'shamu'), ('nki', 'nki'), ('tsu', 'tsu')]]	[['Ama'], ['ni'], ['pi'], ['ni'], ['qam', 'pis'], ['shamu', 'nki', 'tsu']]
Nuqallam uryatsishaq.”	[['nuqa[PRON.Prs]+lla[Lim]+mi[Asrt]'], ['urya[VTr]+tsi[Caus]+shaq[Fut.1]']]	[[('Nuqa', 'nuqa'), ('lla', 'lla'), ('m', 'mi')], [('urya', 'urya'), ('tsi', 'tsi'), ('shaq', 'shaq')]]	[['Nuqa', 'lla', 'm'], ['urya', 'tsi', 'shaq']]
Niqllapistsu.	[['ni[VTr]+q[Agt]+lla[Lim]+pis[Coord]+tsu[Neg]']]	[[('Ni', 'ni'), ('q', 'q'), ('lla', 'lla'), ('pis', 'pis'), ('tsu', 'tsu')]]	[['Ni', 'q', 'lla', 'pis', 'tsu']]
Fabrika kaptinpis, imanawmi kañata ashtamushaq karupita?	[['fabrika[N]'], ['ka[AUX]+pti[Cnv](N)+n[Poss.3]+pis[Coord]'], ['imanaw[ADV]+mi[Asrt]'], ['kaña[N]+ta[Obj]'], ['ashta[VTr]+mu[Cis]+shaq[Fut.1]'], ['karu[N]+pita[Abl]']]	[[('Fabrika', 'fabrika')], [('ka', 'ka'), ('pti', 'pti'), ('n', 'n'), ('pis', 'pis')], [('imanaw', 'imanaw'), ('mi', 'mi')], [('kaña', 'kaña'), ('ta', 'ta')], [('ashta', 'ashta'), ('mu', 'mu'), ('shaq', 'shaq')], [('karu', 'karu'), ('pita', 'pita')]]	[['Fabrika'], ['ka', 'pti', 'n', 'pis'], ['imanaw', 'mi'], ['kaña', 'ta'], ['ashta', 'mu', 'shaq'], ['karu', 'pita']]
Tsayran apanki tsuriita.	[['tsayran[ADV]'], ['apa[VTr]+nki[2]'], ['tsuri[N]+ː[Poss.1Sg]+ta[Obj]']]	[[('Tsayran', 'tsayran')], [('apa', 'apa'), ('nki', 'nki')], [('tsuri', 'tsuri'), ('i', 'ː'), ('ta', 'ta')]]	[['Tsayran'], ['apa', 'nki'], ['tsuri', 'i', 'ta']]
Makinata don Enrique rantirinaq.	[['makina[N]+ta[Obj]'], ['don[N]'], ['enrique[PROPN]'], ['ranti[VTr]+rI[Pct]+naq[Rpst]']]	[[('Makina', 'makina'), ('ta', 'ta')], [('don', 'don')], [('Enrique', 'enrique')], [('ranti', 'ranti'), ('ri', 'rI'), ('naq', 'naq')]]	[['Makina', 'ta'], ['don'], ['Enrique'], ['ranti', 'ri', 'naq']]
Qamqa maytachi apakuyta munanki tsuriita?	[['qam[PRON.Prs]+qa[Top]'], ['may[PRON]+ta[Obj]+chi[Conjc](Pron.Interr)'], ['apa[VTr]+kU[Refl/Mid]+y[Inf]+ta[Obj]'], ['muna[VTr]+nki[2]'], ['tsuri[N]+ː[Poss.1Sg]+ta[Obj]']]	[[('Qam', 'qam'), ('qa', 'qa')], [('may', 'may'), ('ta', 'ta'), ('chi', 'chi')], [('apa', 'apa'), ('ku', 'kU'), ('y', 'y'), ('ta', 'ta')], [('muna', 'muna'), ('nki', 'nki')], [('tsuri', 'tsuri'), ('i', 'ː'), ('ta', 'ta')]]	[['Qam', 'qa'], ['may', 'ta', 'chi'], ['apa', 'ku', 'y', 'ta'], ['muna', 'nki'], ['tsuri', 'i', 'ta']]
Huklla qillaychaw kobramay.	[['huklla[ADV]'], ['qillay[N]+chaw[Loc]'], ['kobra[VTr]+maA[1.Obj]+y[Imp.2]']]	[[('Huklla', 'huklla')], [('qillay', 'qillay'), ('chaw', 'chaw')], [('kobra', 'kobra'), ('ma', 'maA'), ('y', 'y')]]	[['Huklla'], ['qillay', 'chaw'], ['kobra', 'ma', 'y']]
Kutimushaq.	[['kuti[VInt]+mu[Cis]+shaq[Fut.1]']]	[[('Kuti', 'kuti'), ('mu', 'mu'), ('shaq', 'shaq')]]	[['Kuti', 'mu', 'shaq']]
Karullachawmi punukuyashqa kada ampi.	[['karu[N]+lla[Lim]+chaw[Loc]+mi[Asrt]'], ['punu[VInt]+kU[Refl/Mid]+yaA[Pl]+shqa[Prf](N)'], ['kada[DET]'], ['ampi[N]']]	[[('Karu', 'karu'), ('lla', 'lla'), ('chaw', 'chaw'), ('mi', 'mi')], [('punu', 'punu'), ('ku', 'kU'), ('ya', 'yaA'), ('shqa', 'shqa')], [('kada', 'kada')], [('ampi', 'ampi')]]	[['Karu', 'lla', 'chaw', 'mi'], ['punu', 'ku', 'ya', 'shqa'], ['kada'], ['ampi']]
Señalashqan hunaq chaaramurqunaq.	[['señala[V]+shqa[Prf](N)+n[Poss.3]'], ['hunaq[N]'], ['chaa[VTr]+rI[Pct]+mu[Cis]+rqu[RecPst][3]+naq[Rpst]']]	[[('Señala', 'señala'), ('shqa', 'shqa'), ('n', 'n')], [('hunaq', 'hunaq')], [('chaa', 'chaa'), ('ra', 'rI'), ('mu', 'mu'), ('rqu', 'rqu'), ('naq', 'naq')]]	[['Señala', 'shqa', 'n'], ['hunaq'], ['chaa', 'ra', 'mu', 'rqu', 'naq']]
Aywaykarna ampipukuykunaq.	[['aywa[VTr]+YkaA[Prog]+r[Cnv](N)+na[Acp]'], ['ampi[VInt]+pu[Apl]+kU[Refl/Mid]+yku[Intens]+naq[Rpst]']]	[[('Aywa', 'aywa'), ('yka', 'YkaA'), ('r', 'r'), ('na', 'na')], [('ampi', 'ampi'), ('pu', 'pu'), ('ku', 'kU'), ('yku', 'yku'), ('naq', 'naq')]]	[['Aywa', 'yka', 'r', 'na'], ['ampi', 'pu', 'ku', 'yku', 'naq']]
Punkuta kichariptin, quwan yaykurinaq.	[['punku[N]+ta[Obj]'], ['kicha[VTr]+rI[Pct]+pti[Cnv](N)+n[Poss.3]'], ['quwa[N]+n[Poss.3]'], ['yayku[VTr]+rI[Pct]+naq[Rpst]']]	[[('Punku', 'punku'), ('ta', 'ta')], [('kicha', 'kicha'), ('ri', 'rI'), ('pti', 'pti'), ('n', 'n')], [('quwa', 'quwa'), ('n', 'n')], [('yayku', 'yayku'), ('ri', 'rI'), ('naq', 'naq')]]	[['Punku', 'ta'], ['kicha', 'ri', 'pti', 'n'], ['quwa', 'n'], ['yayku', 'ri', 'naq']]
Quwanqa upallalla upukurkunaq i despwes hamakurinaq bisitawan chaqchakur.	[['quwa[N]+n[Poss.3]+qa[Top]'], ['upalla[ADV]+lla[Lim]'], ['upu[VTr]+kU[Refl/Mid]+rku[Edu]+naq[Rpst]'], ['i[CCONJ]'], ['despwes[ADV]'], ['hama[VInt]+kU[Refl/Mid]+rI[Pct]+naq[Rpst]'], ['bisita[N]+wan[Com]'], ['chaqcha[VInt]+kU[Refl/Mid]+r[Cnv](N)']]	[[('Quwa', 'quwa'), ('n', 'n'), ('qa', 'qa')], [('upalla', 'upalla'), ('lla', 'lla')], [('upu', 'upu'), ('ku', 'kU'), ('rku', 'rku'), ('naq', 'naq')], [('i', 'i')], [('despwes', 'despwes')], [('hama', 'hama'), ('ku', 'kU'), ('ri', 'rI'), ('naq', 'naq')], [('bisita', 'bisita'), ('wan', 'wan')], [('chaqcha', 'chaqcha'), ('ku', 'kU'), ('r', 'r')]]	[['Quwa', 'n', 'qa'], ['upalla', 'lla'], ['upu', 'ku', 'rku', 'naq'], ['i'], ['despwes'], ['hama', 'ku', 'ri', 'naq'], ['bisita', 'wan'], ['chaqcha', 'ku', 'r']]
Tsayna wayiyuq nunaqa hornuta kicharkun.	[['tsay[PRON]+na[Acp]'], ['wayi[N]+yuq[Orn]'], ['nuna[N]+qa[Top]'], ['hornu[N]+ta[Obj]'], ['kicha[VTr]+rku[Edu]+n[3]']]	[[('Tsay', 'tsay'), ('na', 'na')], [('wayi', 'wayi'), ('yuq', 'yuq')], [('nuna', 'nuna'), ('qa', 'qa')], [('hornu', 'hornu'), ('ta', 'ta')], [('kicha', 'kicha'), ('rku', 'rku'), ('n', 'n')]]	[['Tsay', 'na'], ['wayi', 'yuq'], ['nuna', 'qa'], ['hornu', 'ta'], ['kicha', 'rku', 'n']]
Mala swerti, ni pi rantipunaqtsu.	[['mala[N]'], ['swerti[N]'], ['ni[ADV]'], ['pi[PRON]'], ['ranti[VTr]+pu[Apl]+naq[Rpst]+tsu[Neg]']]	[[('Mala', 'mala')], [('swerti', 'swerti')], [('ni', 'ni')], [('pi', 'pi')], [('ranti', 'ranti'), ('pu', 'pu'), ('naq', 'naq'), ('tsu', 'tsu')]]	[['Mala'], ['swerti'], ['ni'], ['pi'], ['ranti', 'pu', 'naq', 'tsu']]
Entonsisna kostal rurinpita nirqunaq, “Ama haytamaytsu.	[['entonsis[ADV]+na[Acp]'], ['kostal[N]'], ['ruri[N]+n[Poss.3]+pita[Abl]'], ['ni[VTr]+rqu[RecPst][3]+naq[Rpst]'], ['ama[ADV]'], ['hayta[VTr]+maA[1.Obj]+y[Imp.2]+tsu[Neg]']]	[[('Entonsis', 'entonsis'), ('na', 'na')], [('kostal', 'kostal')], [('ruri', 'ruri'), ('n', 'n'), ('pita', 'pita')], [('ni', 'ni'), ('rqu', 'rqu'), ('naq', 'naq')], [('Ama', 'ama')], [('hayta', 'hayta'), ('ma', 'maA'), ('y', 'y'), ('tsu', 'tsu')]]	[['Entonsis', 'na'], ['kostal'], ['ruri', 'n', 'pita'], ['ni', 'rqu', 'naq'], ['Ama'], ['hayta', 'ma', 'y', 'tsu']]
Nuqalla aywakushaq.	[['nuqa[PRON.Prs]+lla[Lim]'], ['aywa[VTr]+kU[Refl/Mid]+shaq[Fut.1]']]	[[('Nuqa', 'nuqa'), ('lla', 'lla')], [('aywa', 'aywa'), ('ku', 'kU'), ('shaq', 'shaq')]]	[['Nuqa', 'lla'], ['aywa', 'ku', 'shaq']]
Kushishqa ankashllata apaykunaq.	[['kushi[VInt]+shqa[Prf](N)'], ['ankash[ADJ]+llaA[Lim]+ta[Obj](Adv)'], ['apa[VTr]+yku[Intens]+naq[Rpst]']]	[[('Kushi', 'kushi'), ('shqa', 'shqa')], [('ankash', 'ankash'), ('lla', 'llaA'), ('ta', 'ta')], [('apa', 'apa'), ('yku', 'yku'), ('naq', 'naq')]]	[['Kushi', 'shqa'], ['ankash', 'lla', 'ta'], ['apa', 'yku', 'naq']]
“Yuriqnawmi toruyki.	[['yuri[VInt]+q[Agt]+naw[Equ]+mi[Asrt]'], ['toru[N]+yki[Poss.2]']]	[[('Yuri', 'yuri'), ('q', 'q'), ('naw', 'naw'), ('mi', 'mi')], [('toru', 'toru'), ('yki', 'yki')]]	[['Yuri', 'q', 'naw', 'mi'], ['toru', 'yki']]
Kompadriimi adibinamurqun.	[['kompadri[N]+ː[Poss.1Sg]+mi[Asrt]'], ['adibina[VTr]+mu[Cis]+rqu[RecPst]+n[3]']]	[[('Kompadri', 'kompadri'), ('i', 'ː'), ('mi', 'mi')], [('adibina', 'adibina'), ('mu', 'mu'), ('rqu', 'rqu'), ('n', 'n')]]	[['Kompadri', 'i', 'mi'], ['adibina', 'mu', 'rqu', 'n']]
