Niptinna munarqunaqtsu.	[['ni[VTr]+pti[Cnv](N)+n[Poss.3]+na[Acp]'], ['muna[VTr]+rqu[RecPst][3]+naq[Rpst]+tsu[Neg]']]	[[('Ni', 'ni'), ('pti', 'pti'), ('n', 'n'), ('na', 'na')], [('muna', 'muna'), ('rqu', 'rqu'), ('naq', 'naq'), ('tsu', 'tsu')]]
“Manam nuqaqa mikuutsu.	[['mana[ADV]+mi[Asrt]'], ['nuqa[PRON.Prs]+qa[Top]'], ['miku[VTr]+ː[1]+tsu[Neg]']]	[[('Mana', 'mana'), ('m', 'mi')], [('nuqa', 'nuqa'), ('qa', 'qa')], [('miku', 'miku'), ('u', 'ː'), ('tsu', 'tsu')]]
Chaaramunaqna sitashqa diyaqa.	[['chaa[VTr]+rI[Pct]+mu[Cis]+naq[Rpst]+na[Acp]'], ['sita[V]+shqa[Prf](N)'], ['diya[N]+qa[Top]']]	[[('Chaa', 'chaa'), ('ra', 'rI'), ('mu', 'mu'), ('naq', 'naq'), ('na', 'na')], [('sita', 'sita'), ('shqa', 'shqa')], [('diya', 'diya'), ('qa', 'qa')]]
Listu kanki.”	[['listu[ADJ]'], ['ka[AUX]+nki[2]']]	[[('Listu', 'listu')], [('ka', 'ka'), ('nki', 'nki')]]
Porfin kompadrinqa chaarirqunaq.	[['porfin[ADV]'], ['kompadri[N]+n[Poss.3]+qa[Top]'], ['chaa[VTr]+rI[Pct]+rqu[RecPst][3]+naq[Rpst]']]	[[('Porfin', 'porfin')], [('kompadri', 'kompadri'), ('n', 'n'), ('qa', 'qa')], [('chaa', 'chaa'), ('ri', 'rI'), ('rqu', 'rqu'), ('naq', 'naq')]]
Limpunam kañaa perdirin.	[['limpu[ADV]+na[Acp]+mi[Asrt]'], ['kaña[N]+ː[Poss.1Sg]'], ['perdi[V]+rI[Pct]+n[3]']]	[[('Limpu', 'limpu'), ('na', 'na'), ('m', 'mi')], [('kaña', 'kaña'), ('a', 'ː')], [('perdi', 'perdi'), ('ri', 'rI'), ('n', 'n')]]
Pasarinnam puqur.”	[['pasa[VInt]+rI[Pct]+n[3]+na[Acp]+mi[Asrt]'], ['puqu[VInt]+r[Cnv](N)']]	[[('Pasa', 'pasa'), ('ri', 'rI'), ('n', 'n'), ('na', 'na'), ('m', 'mi')], [('puqu', 'puqu'), ('r', 'r')]]
Nuqaqa atskaq qillayyuqchi nirqaami.	[['nuqa[PRON.Prs]+qa[Top]'], ['atskaq[ADV]'], ['qillay[N]+yuq[Orn]+chi[Conjc]'], ['ni[VTr]+rqa[Pst]+ː[1]+mi[Asrt]']]	[[('Nuqa', 'nuqa'), ('qa', 'qa')], [('atskaq', 'atskaq')], [('qillay', 'qillay'), ('yuq', 'yuq'), ('chi', 'chi')], [('ni', 'ni'), ('rqa', 'rqa'), ('a', 'ː'), ('mi', 'mi')]]
Manam ni imata qam churamunkitsu ni imapaq.”	[['mana[ADV]+mi[Asrt]'], ['ni[ADV]'], ['ima[PRON]+ta[Obj]'], ['qam[PRON.Prs]'], ['chura[VTr]+mu[Cis]+nki[2]+tsu[Neg]'], ['ni[ADV]'], ['ima[PRON]+paq[Ben]']]	[[('Mana', 'mana'), ('m', 'mi')], [('ni', 'ni')], [('ima', 'ima'), ('ta', 'ta')], [('qam', 'qam')], [('chura', 'chura'), ('mu', 'mu'), ('nki', 'nki'), ('tsu', 'tsu')], [('ni', 'ni')], [('ima', 'ima'), ('paq', 'paq')]]
Ama ni pi ni qampis shamunkitsu.	[['ama[ADV]'], ['ni[ADV]'], ['pi[PRON]'], ['ni[ADV]'], ['qam[PRON.Prs]+pis[Coord]'], ['shamu[VTr]+nki[2]+tsu[Neg]']]	[[('Ama', 'ama')], [('ni', 'ni')], [('pi', 'pi')], [('ni', 'ni')], [('qam', 'qam'), ('pis', 'pis')], [('shamu', 'shamu'), ('nki', 'nki'), ('tsu', 'tsu')]]
Nuqallam uryatsishaq.”	[['nuqa[PRON.Prs]+lla[Lim]+mi[Asrt]'], ['urya[VTr]+tsi[Caus]+shaq[Fut.1]']]	[[('Nuqa', 'nuqa'), ('lla', 'lla'), ('m', 'mi')], [('urya', 'urya'), ('tsi', 'tsi'), ('shaq', 'shaq')]]
Niqllapistsu.	[['ni[VTr]+q[Agt]+lla[Lim]+pis[Coord]+tsu[Neg]']]	[[('Ni', 'ni'), ('q', 'q'), ('lla', 'lla'), ('pis', 'pis'), ('tsu', 'tsu')]]
Fabrika kaptinpis, imanawmi kañata ashtamushaq karupita?	[['fabrika[N]'], ['ka[AUX]+pti[Cnv](N)+n[Poss.3]+pis[Coord]'], ['imanaw[ADV]+mi[Asrt]'], ['kaña[N]+ta[Obj]'], ['ashta[VTr]+mu[Cis]+shaq[Fut.1]'], ['karu[N]+pita[Abl]']]	[[('Fabrika', 'fabrika')], [('ka', 'ka'), ('pti', 'pti'), ('n', 'n'), ('pis', 'pis')], [('imanaw', 'imanaw'), ('mi', 'mi')], [('kaña', 'kaña'), ('ta', 'ta')], [('ashta', 'ashta'), ('mu', 'mu'), ('shaq', 'shaq')], [('karu', 'karu'), ('pita', 'pita')]]
Tsayran apanki tsuriita.	[['tsayran[ADV]'], ['apa[VTr]+nki[2]'], ['tsuri[N]+ː[Poss.1Sg]+ta[Obj]']]	[[('Tsayran', 'tsayran')], [('apa', 'apa'), ('nki', 'nki')], [('tsuri', 'tsuri'), ('i', 'ː'), ('ta', 'ta')]]
Makinata don Enrique rantirinaq.	[['makina[N]+ta[Obj]'], ['don[N]'], ['enrique[PROPN]'], ['ranti[VTr]+rI[Pct]+naq[Rpst]']]	[[('Makina', 'makina'), ('ta', 'ta')], [('don', 'don')], [('Enrique', 'enrique')], [('ranti', 'ranti'), ('ri', 'rI'), ('naq', 'naq')]]
Qamqa maytachi apakuyta munanki tsuriita?	[['qam[PRON.Prs]+qa[Top]'], ['may[PRON]+ta[Obj]+chi[Conjc](Pron.Interr)'], ['apa[VTr]+kU[Refl/Mid]+y[Inf]+ta[Obj]'], ['muna[VTr]+nki[2]'], ['tsuri[N]+ː[Poss.1Sg]+ta[Obj]']]	[[('Qam', 'qam'), ('qa', 'qa')], [('may', 'may'), ('ta', 'ta'), ('chi', 'chi')], [('apa', 'apa'), ('ku', 'kU'), ('y', 'y'), ('ta', 'ta')], [('muna', 'muna'), ('nki', 'nki')], [('tsuri', 'tsuri'), ('i', 'ː'), ('ta', 'ta')]]
Huklla qillaychaw kobramay.	[['huklla[ADV]'], ['qillay[N]+chaw[Loc]'], ['kobra[VTr]+maA[1.Obj]+y[Imp.2]']]	[[('Huklla', 'huklla')], [('qillay', 'qillay'), ('chaw', 'chaw')], [('kobra', 'kobra'), ('ma', 'maA'), ('y', 'y')]]
Kutimushaq.	[['kuti[VInt]+mu[Cis]+shaq[Fut.1]']]	[[('Kuti', 'kuti'), ('mu', 'mu'), ('shaq', 'shaq')]]
Karullachawmi punukuyashqa kada ampi.	[['karu[N]+lla[Lim]+chaw[Loc]+mi[Asrt]'], ['punu[VInt]+kU[Refl/Mid]+yaA[Pl]+shqa[Prf](N)'], ['kada[DET]'], ['ampi[N]']]	[[('Karu', 'karu'), ('lla', 'lla'), ('chaw', 'chaw'), ('mi', 'mi')], [('punu', 'punu'), ('ku', 'kU'), ('ya', 'yaA'), ('shqa', 'shqa')], [('kada', 'kada')], [('ampi', 'ampi')]]
Señalashqan hunaq chaaramurqunaq.	[['señala[V]+shqa[Prf](N)+n[Poss.3]'], ['hunaq[N]'], ['chaa[VTr]+rI[Pct]+mu[Cis]+rqu[RecPst][3]+naq[Rpst]']]	[[('Señala', 'señala'), ('shqa', 'shqa'), ('n', 'n')], [('hunaq', 'hunaq')], [('chaa', 'chaa'), ('ra', 'rI'), ('mu', 'mu'), ('rqu', 'rqu'), ('naq', 'naq')]]
Aywaykarna ampipukuykunaq.	[['aywa[VTr]+YkaA[Prog]+r[Cnv](N)+na[Acp]'], ['ampi[VInt]+pu[Apl]+kU[Refl/Mid]+yku[Intens]+naq[Rpst]']]	[[('Aywa', 'aywa'), ('yka', 'YkaA'), ('r', 'r'), ('na', 'na')], [('ampi', 'ampi'), ('pu', 'pu'), ('ku', 'kU'), ('yku', 'yku'), ('naq', 'naq')]]
Punkuta kichariptin, quwan yaykurinaq.	[['punku[N]+ta[Obj]'], ['kicha[VTr]+rI[Pct]+pti[Cnv](N)+n[Poss.3]'], ['quwa[N]+n[Poss.3]'], ['yayku[VTr]+rI[Pct]+naq[Rpst]']]	[[('Punku', 'punku'), ('ta', 'ta')], [('kicha', 'kicha'), ('ri', 'rI'), ('pti', 'pti'), ('n', 'n')], [('quwa', 'quwa'), ('n', 'n')], [('yayku', 'yayku'), ('ri', 'rI'), ('naq', 'naq')]]
Quwanqa upallalla upukurkunaq i despwes hamakurinaq bisitawan chaqchakur.	[['quwa[N]+n[Poss.3]+qa[Top]'], ['upalla[ADV]+lla[Lim]'], ['upu[VTr]+kU[Refl/Mid]+rku[Edu]+naq[Rpst]'], ['i[CCONJ]'], ['despwes[ADV]'], ['hama[VInt]+kU[Refl/Mid]+rI[Pct]+naq[Rpst]'], ['bisita[N]+wan[Com]'], ['chaqcha[VInt]+kU[Refl/Mid]+r[Cnv](N)']]	[[('Quwa', 'quwa'), ('n', 'n'), ('qa', 'qa')], [('upalla', 'upalla'), ('lla', 'lla')], [('upu', 'upu'), ('ku', 'kU'), ('rku', 'rku'), ('naq', 'naq')], [('i', 'i')], [('despwes', 'despwes')], [('hama', 'hama'), ('ku', 'kU'), ('ri', 'rI'), ('naq', 'naq')], [('bisita', 'bisita'), ('wan', 'wan')], [('chaqcha', 'chaqcha'), ('ku', 'kU'), ('r', 'r')]]
Tsayna wayiyuq nunaqa hornuta kicharkun.	[['tsay[PRON]+na[Acp]'], ['wayi[N]+yuq[Orn]'], ['nuna[N]+qa[Top]'], ['hornu[N]+ta[Obj]'], ['kicha[VTr]+rku[Edu]+n[3]']]	[[('Tsay', 'tsay'), ('na', 'na')], [('wayi', 'wayi'), ('yuq', 'yuq')], [('nuna', 'nuna'), ('qa', 'qa')], [('hornu', 'hornu'), ('ta', 'ta')], [('kicha', 'kicha'), ('rku', 'rku'), ('n', 'n')]]
Mala swerti, ni pi rantipunaqtsu.	[['mala[N]'], ['swerti[N]'], ['ni[ADV]'], ['pi[PRON]'], ['ranti[VTr]+pu[Apl]+naq[Rpst]+tsu[Neg]']]	[[('Mala', 'mala')], [('swerti', 'swerti')], [('ni', 'ni')], [('pi', 'pi')], [('ranti', 'ranti'), ('pu', 'pu'), ('naq', 'naq'), ('tsu', 'tsu')]]
Entonsisna kostal rurinpita nirqunaq, “Ama haytamaytsu.	[['entonsis[ADV]+na[Acp]'], ['kostal[N]'], ['ruri[N]+n[Poss.3]+pita[Abl]'], ['ni[VTr]+rqu[RecPst][3]+naq[Rpst]'], ['ama[ADV]'], ['hayta[VTr]+maA[1.Obj]+y[Imp.2]+tsu[Neg]']]	[[('Entonsis', 'entonsis'), ('na', 'na')], [('kostal', 'kostal')], [('ruri', 'ruri'), ('n', 'n'), ('pita', 'pita')], [('ni', 'ni'), ('rqu', 'rqu'), ('naq', 'naq')], [('Ama', 'ama')], [('hayta', 'hayta'), ('ma', 'maA'), ('y', 'y'), ('tsu', 'tsu')]]
Nuqalla aywakushaq.	[['nuqa[PRON.Prs]+lla[Lim]'], ['aywa[VTr]+kU[Refl/Mid]+shaq[Fut.1]']]	[[('Nuqa', 'nuqa'), ('lla', 'lla')], [('aywa', 'aywa'), ('ku', 'kU'), ('shaq', 'shaq')]]
Kushishqa ankashllata apaykunaq.	[['kushi[VInt]+shqa[Prf](N)'], ['ankash[ADJ]+llaA[Lim]+ta[Obj](Adv)'], ['apa[VTr]+yku[Intens]+naq[Rpst]']]	[[('Kushi', 'kushi'), ('shqa', 'shqa')], [('ankash', 'ankash'), ('lla', 'llaA'), ('ta', 'ta')], [('apa', 'apa'), ('yku', 'yku'), ('naq', 'naq')]]
“Yuriqnawmi toruyki.	[['yuri[VInt]+q[Agt]+naw[Equ]+mi[Asrt]'], ['toru[N]+yki[Poss.2]']]	[[('Yuri', 'yuri'), ('q', 'q'), ('naw', 'naw'), ('mi', 'mi')], [('toru', 'toru'), ('yki', 'yki')]]
Kompadriimi adibinamurqun.	[['kompadri[N]+ː[Poss.1Sg]+mi[Asrt]'], ['adibina[VTr]+mu[Cis]+rqu[RecPst]+n[3]']]	[[('Kompadri', 'kompadri'), ('i', 'ː'), ('mi', 'mi')], [('adibina', 'adibina'), ('mu', 'mu'), ('rqu', 'rqu'), ('n', 'n')]]
Manam kantsu.	[['mana[ADV]+mi[Asrt]'], ['ka[AUX]+n[3]+tsu[Neg]']]	[[('Mana', 'mana'), ('m', 'mi')], [('ka', 'ka'), ('n', 'n'), ('tsu', 'tsu')]]
Apaykatsimuy.	[['apa[VTr]+YkaA[Prog]+tsi[Caus]+mu[Cis]+y[Imp.2]']]	[[('Apa', 'apa'), ('yka', 'YkaA'), ('tsi', 'tsi'), ('mu', 'mu'), ('y', 'y')]]
Señor kuraqa qayaratsirqunaq kompadrinta.	[['señor[N]'], ['kura[N]+qa[Top]'], ['qaya[VTr]+rI[Pct]+tsi[Caus]+rqu[RecPst][3]+naq[Rpst]'], ['kompadri[N]+n[Poss.3]+ta[Obj]']]	[[('Señor', 'señor')], [('kura', 'kura'), ('qa', 'qa')], [('qaya', 'qaya'), ('ra', 'rI'), ('tsi', 'tsi'), ('rqu', 'rqu'), ('naq', 'naq')], [('kompadri', 'kompadri'), ('n', 'n'), ('ta', 'ta')]]
Tsayna nin, “Reyshi uqrakuykushqa.	[['tsay[PRON]+na[Acp]'], ['ni[VTr]+n[3]'], ['rey[N]+shi[Nfh]'], ['uqra[VTr]+kU[Refl/Mid]+yku[Intens]+shqa[Prf](N)']]	[[('Tsay', 'tsay'), ('na', 'na')], [('ni', 'ni'), ('n', 'n')], [('Rey', 'rey'), ('shi', 'shi')], [('uqra', 'uqra'), ('ku', 'kU'), ('yku', 'yku'), ('shqa', 'shqa')]]
Nunataqa porfin llawiriyarqunaq.	[['nuna[N]+ta[Obj]+qa[Top]'], ['porfin[ADV]'], ['llawi[VTr]+rI[Pct]+yaA[Pl]+rqu[RecPst][3]+naq[Rpst]']]	[[('Nuna', 'nuna'), ('ta', 'ta'), ('qa', 'qa')], [('porfin', 'porfin')], [('llawi', 'llawi'), ('ri', 'rI'), ('ya', 'yaA'), ('rqu', 'rqu'), ('naq', 'naq')]]
Nuqatapis riqiramarqunmi.	[['nuqa[PRON.Prs]+ta[Obj]+pis[Coord]'], ['riqi[VTr]+rI[Pct]+maA[1.Obj]+rqu[RecPst]+n[3]+mi[Asrt]']]	[[('Nuqa', 'nuqa'), ('ta', 'ta'), ('pis', 'pis')], [('riqi', 'riqi'), ('ra', 'rI'), ('ma', 'maA'), ('rqu', 'rqu'), ('n', 'n'), ('mi', 'mi')]]
Nuqatapis riqiramashqan.	[['nuqa[PRON.Prs]+ta[Obj]+pis[Coord]'], ['riqi[VTr]+rI[Pct]+maA[1.Obj]+shqa[Prf](N)+n[Poss.3]']]	[[('Nuqa', 'nuqa'), ('ta', 'ta'), ('pis', 'pis')], [('riqi', 'riqi'), ('ra', 'rI'), ('ma', 'maA'), ('shqa', 'shqa'), ('n', 'n')]]
Apayaamuy.”	[['apa[VTr]+yaA[Pl]+mu[Cis]+y[Imp.2]']]	[[('Apa', 'apa'), ('yaa', 'yaA'), ('mu', 'mu'), ('y', 'y')]]
Porfin tinkurirqunaq qanchis hunaq.	[['porfin[ADV]'], ['tinku[VInt]+rI[Pct]+rqu[RecPst][3]+naq[Rpst]'], ['qanchis[NUM.Card]'], ['hunaq[N]']]	[[('Porfin', 'porfin')], [('tinku', 'tinku'), ('ri', 'rI'), ('rqu', 'rqu'), ('naq', 'naq')], [('qanchis', 'qanchis')], [('hunaq', 'hunaq')]]
Reyqa pensarqunaq, “Mayqan animalniiraq.”	[['rey[N]+qa[Top]'], ['pensa[V]+rqu[RecPst][3]+naq[Rpst]'], ['mayqa[PRON]+n[Poss.3]'], ['animal[N]+ː[Poss.1Sg]+raq[Inacp]']]	[[('Rey', 'rey'), ('qa', 'qa')], [('pensa', 'pensa'), ('rqu', 'rqu'), ('naq', 'naq')], [('Mayqa', 'mayqa'), ('n', 'n')], [('animal', 'animal'), ('ni', 0), ('i', 'ː'), ('raq', 'raq')]]
Tsaychawmi kaykan.”	[['tsay[PRON]+chaw[Loc]+mi[Asrt]'], ['ka[AUX]+YkaA[Prog]+n[3]']]	[[('Tsay', 'tsay'), ('chaw', 'chaw'), ('mi', 'mi')], [('ka', 'ka'), ('yka', 'YkaA'), ('n', 'n')]]
Perol perol aruyaapuq.	[['perol[N]'], ['perol[N]'], ['aru[VTr]+yaA[Pl]+pu[Apl]+q[Hab]']]	[[('Perol', 'perol')], [('perol', 'perol')], [('aru', 'aru'), ('yaa', 'yaA'), ('pu', 'pu'), ('q', 'q')]]
Kada hunaq mas llakishqa kanki.	[['kada[DET]'], ['hunaq[N]'], ['mas[ADV]'], ['llaki[VTr]+shqa[Prf](N)'], ['ka[AUX]+nki[2]']]	[[('Kada', 'kada')], [('hunaq', 'hunaq')], [('mas', 'mas')], [('llaki', 'llaki'), ('shqa', 'shqa')], [('ka', 'ka'), ('nki', 'nki')]]
Tsaymi dyablu llapanwan yanapamashqa.	[['tsay[PRON]+mi[Asrt]'], ['dyablu[N]'], ['llapa[PRON]+n[Poss.3]+wan[Com]'], ['yanapa[VTr]+maA[1.Obj]+shqa[Prf](N)']]	[[('Tsay', 'tsay'), ('mi', 'mi')], [('dyablu', 'dyablu')], [('llapa', 'llapa'), ('n', 'n'), ('wan', 'wan')], [('yanapa', 'yanapa'), ('ma', 'maA'), ('shqa', 'shqa')]]
Tsaymi kada hunaq mas abansamun.	[['tsay[PRON]+mi[Asrt]'], ['kada[DET]'], ['hunaq[N]'], ['mas[ADV]'], ['abansa[V]+mu[Cis]+n[3]']]	[[('Tsay', 'tsay'), ('mi', 'mi')], [('kada', 'kada')], [('hunaq', 'hunaq')], [('mas', 'mas')], [('abansa', 'abansa'), ('mu', 'mu'), ('n', 'n')]]
Hatun paqtsa kan.	[['hatun[ADJ]'], ['paqtsa[N]'], ['ka[AUX]+n[3]']]	[[('Hatun', 'hatun')], [('paqtsa', 'paqtsa')], [('ka', 'ka'), ('n', 'n')]]
Rikaariyan hatun mantsanaypaq paqtsata.	[['rikaa[VTr]+rI[Pct]+yaA[Pl]+n[3]'], ['hatun[ADJ]'], ['mantsa[VTr]+naA[Prosp]+y[Inf]+paq[Ben]'], ['paqtsa[N]+ta[Obj]']]	[[('Rikaa', 'rikaa'), ('ri', 'rI'), ('ya', 'yaA'), ('n', 'n')], [('hatun', 'hatun')], [('mantsa', 'mantsa'), ('na', 'naA'), ('y', 'y'), ('paq', 'paq')], [('paqtsa', 'paqtsa'), ('ta', 'ta')]]
Ni pi yaskintsu.	[['ni[ADV]'], ['pi[PRON]'], ['yaski[VTr]+n[3]+tsu[Neg]']]	[[('Ni', 'ni')], [('pi', 'pi')], [('yaski', 'yaski'), ('n', 'n'), ('tsu', 'tsu')]]
Wayiman chaarir patronninta entregarinaq dokumentuta.	[['wayi[N]+man[Dat]'], ['chaa[VTr]+rI[Pct]+r[Cnv](N)'], ['patron[N]+n[Poss.3]+ta[Obj]'], ['entrega[V]+rI[Pct]+naq[Rpst]'], ['dokumentu[N]+ta[Obj]']]	[[('Wayi', 'wayi'), ('man', 'man')], [('chaa', 'chaa'), ('ri', 'rI'), ('r', 'r')], [('patron', 'patron'), ('ni', 0), ('n', 'n'), ('ta', 'ta')], [('entrega', 'entrega'), ('ri', 'rI'), ('naq', 'naq')], [('dokumentu', 'dokumentu'), ('ta', 'ta')]]
Mamanllawan taakuyaanaq.	[['mama[N]+n[Poss.3]+lla[Lim]+wan[Com]'], ['taa[VInt]+kU[Refl/Mid]+yaA[Pl]+naq[Rpst]']]	[[('Mama', 'mama'), ('n', 'n'), ('lla', 'lla'), ('wan', 'wan')], [('taa', 'taa'), ('ku', 'kU'), ('yaa', 'yaA'), ('naq', 'naq')]]
Pitaq taqshashunki?	[['pi[PRON]+taq[Ctrs](Pron.Interr)'], ['taqsha[VTr]+shu[3.Sbj]+nki[2.Obj]']]	[[('Pi', 'pi'), ('taq', 'taq')], [('taqsha', 'taqsha'), ('shu', 'shu'), ('nki', 'nki')]]
Pitaq qarashunki?	[['pi[PRON]+taq[Ctrs](Pron.Interr)'], ['qara[VTr]+shu[3.Sbj]+nki[2.Obj]']]	[[('Pi', 'pi'), ('taq', 'taq')], [('qara', 'qara'), ('shu', 'shu'), ('nki', 'nki')]]
Peru nishqannaw qallaykunaq arukur, taqshakur i wayinchaw sapatukunata rurapukur.	[['peru[CCONJ]'], ['ni[VTr]+shqa[Prf](N)+n[Poss.3]+naw[Equ]'], ['qalla[VTr]+yku[Intens]+naq[Rpst]'], ['aru[VTr]+kU[Refl/Mid]+r[Cnv](N)'], ['taqsha[VTr]+kU[Refl/Mid]+r[Cnv](N)'], ['i[CCONJ]'], ['wayi[N]+n[Poss.3]+chaw[Loc]'], ['sapatu[N]+kuna[Pl]+ta[Obj]'], ['rura[VTr]+pu[Apl]+kU[Refl/Mid]+r[Cnv](N)']]	[[('Peru', 'peru')], [('ni', 'ni'), ('shqa', 'shqa'), ('n', 'n'), ('naw', 'naw')], [('qalla', 'qalla'), ('yku', 'yku'), ('naq', 'naq')], [('aru', 'aru'), ('ku', 'kU'), ('r', 'r')], [('taqsha', 'taqsha'), ('ku', 'kU'), ('r', 'r')], [('i', 'i')], [('wayi', 'wayi'), ('n', 'n'), ('chaw', 'chaw')], [('sapatu', 'sapatu'), ('kuna', 'kuna'), ('ta', 'ta')], [('rura', 'rura'), ('pu', 'pu'), ('ku', 'kU'), ('r', 'r')]]
Tsaynam kastankuna ashiyaanaq warmita.	[['tsay[PRON]+na[Acp]+mi[Asrt]'], ['kasta[N]+n[Poss.3]+kuna[Pl]'], ['ashi[VTr]+yaA[Pl]+naq[Rpst]'], ['warmi[N]+ta[Obj]']]	[[('Tsay', 'tsay'), ('na', 'na'), ('m', 'mi')], [('kasta', 'kasta'), ('n', 'n'), ('kuna', 'kuna')], [('ashi', 'ashi'), ('yaa', 'yaA'), ('naq', 'naq')], [('warmi', 'warmi'), ('ta', 'ta')]]
Ni munayaanaqtsu.	[['ni[ADV]'], ['muna[VTr]+yaA[Pl]+naq[Rpst]+tsu[Neg]']]	[[('Ni', 'ni')], [('muna', 'muna'), ('yaa', 'yaA'), ('naq', 'naq'), ('tsu', 'tsu')]]
Tsaynam llakishqa kayaanaq kastankunapis.	[['tsay[PRON]+na[Acp]+mi[Asrt]'], ['llaki[VTr]+shqa[Prf](N)'], ['ka[AUX]+yaA[Pl]+naq[Rpst]'], ['kasta[N]+n[Poss.3]+kuna[Pl]+pis[Coord]']]	[[('Tsay', 'tsay'), ('na', 'na'), ('m', 'mi')], [('llaki', 'llaki'), ('shqa', 'shqa')], [('ka', 'ka'), ('yaa', 'yaA'), ('naq', 'naq')], [('kasta', 'kasta'), ('n', 'n'), ('kuna', 'kuna'), ('pis', 'pis')]]
Tsayna señalariyarqan kasatsiyaananpaq.	[['tsay[PRON]+na[Acp]'], ['señala[V]+rI[Pct]+yaA[Pl]+rqa[Pst]+n[3]'], ['kasa[VTr]+tsi[Caus]+yaA[Pl]+na[Pot](N)+n[Poss.3]+paq[Ben]']]	[[('Tsay', 'tsay'), ('na', 'na')], [('señala', 'señala'), ('ri', 'rI'), ('ya', 'yaA'), ('rqa', 'rqa'), ('n', 'n')], [('kasa', 'kasa'), ('tsi', 'tsi'), ('yaa', 'yaA'), ('na', 'na'), ('n', 'n'), ('paq', 'paq')]]
Porfin chaaramurqan señalashqa hunaq.	[['porfin[ADV]'], ['chaa[VTr]+rI[Pct]+mu[Cis]+rqa[Pst]+n[3]'], ['señala[V]+shqa[Prf](N)'], ['hunaq[N]']]	[[('Porfin', 'porfin')], [('chaa', 'chaa'), ('ra', 'rI'), ('mu', 'mu'), ('rqa', 'rqa'), ('n', 'n')], [('señala', 'señala'), ('shqa', 'shqa')], [('hunaq', 'hunaq')]]
“Imanawtaq tsaypinqa nuqa arushaq?	[['imanaw[ADV]+taq[Ctrs](Pron.Interr)'], ['tsaypin[ADV]+qa[Top]'], ['nuqa[PRON.Prs]'], ['aru[VTr]+shaq[Fut.1]']]	[[('Imanaw', 'imanaw'), ('taq', 'taq')], [('tsaypin', 'tsaypin'), ('qa', 'qa')], [('nuqa', 'nuqa')], [('aru', 'aru'), ('shaq', 'shaq')]]
Kikinllapaqqa kusa shumaq.	[['kiki[PRON.Refl]+n[Poss.3]+lla[Lim]+paq[Ben]+qa[Top]'], ['kusa[ADV]'], ['shumaq[ADJ]']]	[[('Kiki', 'kiki'), ('n', 'n'), ('lla', 'lla'), ('paq', 'paq'), ('qa', 'qa')], [('kusa', 'kusa')], [('shumaq', 'shumaq')]]
Upallallana kakunaq.	[['upalla[ADV]+lla[Lim]+na[Acp]'], ['ka[AUX]+kU[Refl/Mid]+naq[Rpst]']]	[[('Upalla', 'upalla'), ('lla', 'lla'), ('na', 'na')], [('ka', 'ka'), ('ku', 'kU'), ('naq', 'naq')]]
“Sinoqa tsuriykita.”	[['sino[CCONJ]+qa[Top]'], ['tsuri[N]+yki[Poss.2]+ta[Obj]']]	[[('Sino', 'sino'), ('qa', 'qa')], [('tsuri', 'tsuri'), ('yki', 'yki'), ('ta', 'ta')]]
I despwes dokumentunchaw firmarapunaq.	[['i[CCONJ]'], ['despwes[ADV]'], ['dokumentu[N]+n[Poss.3]+chaw[Loc]'], ['firma[V]+rI[Pct]+pu[Apl]+naq[Rpst]']]	[[('I', 'i')], [('despwes', 'despwes')], [('dokumentu', 'dokumentu'), ('n', 'n'), ('chaw', 'chaw')], [('firma', 'firma'), ('ra', 'rI'), ('pu', 'pu'), ('naq', 'naq')]]
Tsaytsika imaykapis kaykaptin, nuna mas llakishqa tikrakurinaq kada hunaq.	[['tsaytsika[PRON]'], ['imayka[PRON]+pis(Pron.Indef)'], ['ka[AUX]+YkaA[Prog]+pti[Cnv](N)+n[Poss.3]'], ['nuna[N]'], ['mas[ADV]'], ['llaki[VTr]+shqa[Prf](N)'], ['tikra[VTr]+kU[Refl/Mid]+rI[Pct]+naq[Rpst]'], ['kada[DET]'], ['hunaq[N]']]	[[('Tsaytsika', 'tsaytsika')], [('imayka', 'imayka')], [('ka', 'ka'), ('yka', 'YkaA'), ('pti', 'pti'), ('n', 'n')], [('nuna', 'nuna')], [('mas', 'mas')], [('llaki', 'llaki'), ('shqa', 'shqa')], [('tikra', 'tikra'), ('ku', 'kU'), ('ri', 'rI'), ('naq', 'naq')], [('kada', 'kada')], [('hunaq', 'hunaq')]]
I despwesmi porfin willaykunaq.	[['i[CCONJ]'], ['despwes[ADV]+mi[Asrt]'], ['porfin[ADV]'], ['willa[VTr]+yku[Intens]+naq[Rpst]']]	[[('I', 'i')], [('despwes', 'despwes'), ('mi', 'mi')], [('porfin', 'porfin')], [('willa', 'willa'), ('yku', 'yku'), ('naq', 'naq')]]
I tsaymi llakishqa yamtata ashikuykarqaa.	[['i[CCONJ]'], ['tsay[PRON]+mi[Asrt]'], ['llaki[VTr]+shqa[Prf](N)'], ['yamta[N]+ta[Obj]'], ['ashi[VTr]+kU[Refl/Mid]+YkaA[Prog]+rqa[Pst]+ː[1]']]	[[('I', 'i')], [('tsay', 'tsay'), ('mi', 'mi')], [('llaki', 'llaki'), ('shqa', 'shqa')], [('yamta', 'yamta'), ('ta', 'ta')], [('ashi', 'ashi'), ('ku', 'kU'), ('yka', 'YkaA'), ('rqa', 'rqa'), ('a', 'ː')]]
